-65.4687272032,42.6739788728,99.4524808046,62.1026436715,93.5122472726,97.3149319285,33.5679580978,41.9080973639,9.9994294974,-41.9275434444,-40.0086643527,-68.4989501360,41.9127582421,40.0438511933,-65.1817980503,-27.7015633751,-55.1516769508,97.0265093460,58.4131347222,-52.6527631426,-1.1956125106,-27.8206951111,14.4554814233,-6.5188321417,96.6023915286,-74.0457540572,76.8492893669,-86.8503789465,-20.3680038458,43.3867197020,-4.2669780169,-17.8409758670
-18.1132945071,14.9801016953,-74.9346435482,-36.5944659079,-85.1669960469,-6.8333600758,3.4720023640,-74.3330778510,65.8107456271,10.2606887218,17.5571980804,53.5563274715,-74.1934084406,0.5727572899,73.6423254839,66.2781612935,3.6204265848,-39.1750914385,-67.6066080888,86.9475673278,-54.9059430569,89.4966273619,3.7795586808,-43.1903379471,-84.2280190429,-60.7396161034,91.2703254086,-45.1097933573,25.0044722897,22.8856556616,-81.3143186233,28.1974854598
18.3616890633,16.1293002281,-65.7598753888,24.8958374867,80.4001787381,-32.4760826788,84.7859450633,-91.7611392956,72.7562383240,-83.7554290213,89.7093707941,54.2044737589,-47.0688184334,-57.8383240596,14.4274404892,23.6216852650,-93.9428202837,77.7993762898,9.1154967095,28.3814578602,-39.5811774091,-51.0244178702,61.4698628858,-18.7814946511,-9.2911734090,37.7227143346,-68.3839105970,-16.8756507572,-7.1115684449,-31.9614863296,-71.2662617675,72.2970153665
-36.1367214707,97.6046738934,-30.9258878598,-20.2566785652,52.1329989590,2.9960268164,-78.7632132782,-51.6524278127,-75.4956181832,-10.0807976009,-71.8244729984,-89.8789416399,89.0769785406,72.8327700725,-16.3730513330,92.5371704479,80.4621654148,62.6955692879,86.7503070499,44.2256857644,-62.0331797553,-68.1315176215,99.1938822191,-6.6369764525,75.8151327201,-0.5259453905,-81.9901809912,-21.3515631773,-8.5538715621,-51.8542718662,16.6688223971,-90.2683734141
-43.7287323253,19.5037542020,68.5699293826,34.5041207531,-42.8503237118,-98.3645188106,-78.5005831258,-73.2130112015,-47.1054200418,-26.8444720449,-19.3491855771,-90.9515210977,-89.7684625234,12.3633730332,-27.4952448111,-42.2796605922,-22.7302350040,-9.9291238719,9.9714179035,65.0622635917,24.6483157283,22.2086282355,-74.2673218622,-80.6637027951,-25.3603327350,97.3575328873,11.5663676544,-26.8787253574,-71.1465281262,20.4925902324,-19.7225831448,-91.9490187685
-92.2172067508,42.7183692650,60.7931710388,3.8665420666,-70.2118670847,78.6263384156,-72.0438028455,86.2737471060,-36.2939936481,-21.4090824267,23.3000974943,68.5203854728,18.7449311262,1.4629972403,1.9428201502,-2.0306695867,12.5848521289,-5.0214800004,-96.6726088995,-33.7520812842,-78.0790821017,-16.6919461136,-38.4644332576,79.7534208377,74.4198228241,25.8520961205,19.3819231906,-46.8939126029,31.1181944354,94.4113728049,15.6948664451,-54.4913549402
-89.7289669759,-3.9102432571,4.8464665249,44.2365670498,54.9212259668,-23.9619327370,64.3322582256,-51.5606879718,14.5140542808,40.1041822283,-61.8431344346,-11.7922867631,-16.2439403662,-17.4079780422,-59.2216634596,0.3639009222,22.2956119784,-5.6789072263,69.6753989694,45.4804197882,41.1550464304,3.7366423120,12.1773545817,99.6245736811,-4.3258033313,-24.6350447629,91.3370984393,-8.0672935961,6.6254129146,9.2546438490,35.1737153113,73.5308806910
36.1491779138,60.7305060227,-47.1275633423,-3.1639796611,91.4674792387,-44.1987208156,-40.3001677619,88.2971092655,96.4520592952,54.2348538175,40.9801873673,38.0479823127,-2.1993840977,-4.0393153596,12.0975180472,86.8970778516,44.3328757189,-42.4421249004,14.6953607747,8.6381753977,79.1520923080,-21.0935088718,-30.9730649671,54.6128657529,-70.7047756159,-91.5867026335,91.0627435358,-84.1941127980,84.8019263780,31.1944101102,49.4676999436,-57.2026383846
65.5903407016,-45.7734556004,12.4036039355,-45.6757066589,-78.1546836858,48.1781953377,-52.1435868107,-89.8469140085,81.0368381903,-54.8656707437,-53.4326880388,-79.9604081909,-33.9412753025,-5.5192185930,36.2383973163,-72.5065931601,92.9037534451,95.5821423666,-68.4117847578,30.5785595403,76.1294914460,-4.8600711264,30.1077383749,51.1822118817,-42.5509924871,-42.9169317396,-88.1674827517,53.7449987076,30.4597460838,-53.5559601558,47.7373044537,70.0666203151
-92.5403506857,84.2941763626,-16.4230035510,67.5209778187,86.7845221156,-92.7320301575,67.2406396225,57.5921259752,-62.7376736155,49.8006402882,74.4581370444,-42.1066047598,-92.5067648153,-40.3215578676,20.5565931012,85.6909692034,-32.9915772608,-9.1301843686,28.2624819030,4.8637069671,77.8519927540,-73.1600107982,0.8425347030,-45.4325837004,61.7627756486,-33.8631806336,46.2238467618,29.6570677418,43.7196346912,-97.1831608763,-32.5775641340,-40.9951484683
