-56.2020613074,2.5144334540,-62.2128140901,36.3157197960,46.7172030126,7.1579059776,73.3382869945,-66.8742623293,55.8986862441,10.7140644887,18.8822558407,-19.5969769952,-49.8190872770,96.1258499110,-10.0993844921,20.9169098866,5.8152698465,-66.8271694933,71.1395793084,-19.2026144687,99.8303918934,25.3231973112,80.7551658730,-16.4487394948,-92.1064679586,14.9631878136,60.8747413107,-30.8953088664,-23.2950008403,-51.4296729597,-91.0411610830,61.4764306109,-95.8774274365,53.7425191703,64.8975124713,68.6323799983,36.5299213038,82.8364698241,92.4116756117,-65.0928341678,-6.5277297346,-87.6460062423,97.1798719247,-97.1989778946,79.3665811072,-31.7361419879,-88.2619916730,74.6910162795,-43.9324336927,99.3705202361,-8.2319827726,25.8921113886,-82.4373132230,-69.9920091569,-45.7339261026,51.7428606174,80.7068821575,-22.6374623632,-6.3972666220,87.2468520904,95.3797019377,27.2258888746,10.6917302745,-91.2298697909
-9.2285770887,5.2415245827,-41.4934279045,-55.6152271534,-59.1470098985,-40.4336047245,39.0085778473,18.2938033563,75.3107041986,-85.3543015806,-47.0576532017,-51.7913430738,-8.2832657598,77.4692472853,-35.3445140790,48.4726499268,49.4049901404,-3.6232292117,-46.0702991152,-1.3540280496,-33.1411547025,27.4860661869,50.8684718369,58.0821836589,4.6567507511,49.6813449426,-28.4554136349,-18.0879978152,-18.2886052519,46.5606590524,52.9190690757,-63.3556895921,-17.2354539635,-49.8852072550,63.4921906797,27.5410067726,-42.3562137100,88.3420905313,-92.2904258837,72.7072725399,-38.6540236868,-94.7702054423,41.8690754938,-65.2800375373,-12.1304485312,88.8436596840,-6.4409943350,52.3106438445,99.7439821731,-52.9785074955,-97.0896198768,57.8418531450,68.3886750150,72.9026843332,-40.7468089275,-77.9048715021,69.4335360327,-60.4921479326,-71.0737018451,80.4438749593,-48.5145175832,-1.1911818962,-62.7973359216,-29.0467517161
-47.4468258262,60.7448170226,-49.4176226008,-84.9340881050,9.1042079287,39.6518308257,64.8131354035,-80.4543054929,4.3764297501,83.4574848263,-34.3605862494,-32.5137340140,-31.8822267300,11.1641681521,75.9854013752,-80.1130556969,5.0148539203,-98.6813217025,23.1378311415,-8.6038787998,17.8819988652,26.2854199524,1.5836484497,4.5656441181,84.7479623766,92.2740811107,-18.9755037741,-68.4011408581,-84.6722444607,29.6779984124,93.0864158367,68.6031698727,-57.2570464524,-40.4396413350,-38.8870602274,-17.0114949296,-49.5175668243,83.4928531742,27.9019931974,-0.1893939470,15.5548622314,30.3847933747,90.0756878797,48.1480145498,63.7893023997,-38.1460551439,-10.4810293822,-71.1185808568,18.7307331233,90.2105961924,56.8611577995,56.6760945481,-53.4077216144,88.9676753800,-83.7996934966,-90.9742092866,75.6505928899,75.9595505516,58.5532167984,-48.6206087299,45.2636001025,44.9838343282,-31.3518583215,-73.7497821916
-9.8075574670,64.5341654267,-20.0301320043,63.3447889945,-46.3156765651,-78.5195912917,-52.3642202919,-37.4010220783,-63.6600189799,-27.4406952842,62.0117520928,-94.3314696582,-12.1874603027,73.2643887290,77.0009245714,60.4191803791,6.0868546728,-39.7191823773,63.0577702868,-29.7038088074,-47.9496900778,57.5606722961,-80.0066432538,-75.6264668831,22.6910761284,-99.0116526485,-23.5561087171,59.6232876537,-22.0775706104,-62.2223410756,-20.1418559299,49.3098463235,-67.9789908171,83.7259244059,-32.7383169616,-56.9349213335,-53.8957173278,46.3296055303,-19.0874771570,-6.6199053933,-56.9032094650,2.9940667042,67.9640464166,-90.1966415683,7.9877027147,-23.6295550527,-42.4896371652,39.2630369530,-49.8887379423,45.8009109887,-60.9997746385,-65.9444294606,18.8310028506,-91.9105239590,40.7418390563,-82.7123889523,41.4146427461,-9.5958692376,22.3495281864,0.6284762573,25.6666235384,-5.6872733537,-10.0574876733,5.9191013158
31.8829379433,34.7716789639,-20.1153731763,-83.4905286662,-73.6292353261,2.2481038436,-58.5757569429,-11.4785707466,58.4429525483,97.0658816984,73.8289512906,96.5431493364,-8.7646818297,-88.5016410706,50.1610396679,92.1228932096,-81.4023643406,43.0606318014,-95.6382651029,11.4861455348,-19.4831423053,-57.6259383588,37.4318904122,18.0155355397,47.0068210126,54.1414421414,-65.7587899553,73.0161694030,67.9891339839,-58.6232486027,-2.9075874360,-70.7754197039,-75.0653906152,-62.9356902438,6.7183057675,-64.0135349107,54.3516404145,46.2126782910,81.4822787206,64.8781839243,33.5772342609,-87.9291557588,-93.9092213272,74.1063923413,96.7333415887,-8.6557234442,92.9371356813,-35.8492466770,-98.2399200763,-90.1212269957,75.2643667397,78.1966235695,8.3667004204,-35.7163507730,20.6107379670,-40.1160110166,-41.4861677399,-62.9479646341,2.3619971111,-58.1197565471,4.3810685433,-67.5923229916,1.5477801949,0.0922480888
92.1212928242,34.9011497471,-18.8427635153,-96.0192328675,46.7417789960,67.4811116336,-34.6679602284,27.8307035529,58.9701993683,97.1106464939,49.0939122729,-57.7492540449,-43.9353169860,-61.7430877984,82.9281550726,-37.5846748872,78.7259626474,-58.0613455758,-75.1555723518,7.6992359650,-16.8001023466,-69.0985426726,22.9130443033,-21.3953025137,6.7147518098,4.5621868751,82.7122248320,76.8911058811,-48.5465740844,-10.4075970324,-91.2391731264,-79.9805810945,98.7353635066,-73.7254680119,-46.6095967767,-47.8339651177,26.9498556036,-11.8386491778,97.4568976709,-48.2687026342,-52.3765675420,-93.4955402216,35.0462831426,47.5979256793,-93.6387067982,75.6898103536,-22.9506973789,-81.2317302726,62.3291196270,16.0725977081,-5.7154955343,37.6154894822,52.5924586455,9.4372472815,-49.9015244666,-38.5728969237,35.5631122868,-60.1615245167,-13.1814049792,54.1523663664,-9.6641936985,-77.6891678324,-41.8474529617,-29.3029010062
83.8608368011,89.3718593548,66.5346910308,91.1738706743,81.8751890446,-60.5742619092,-3.8234792503,-82.8130757050,-15.8264601540,-23.1128124239,-88.4371854863,67.7566550095,61.7026923076,76.7349584481,-73.0247622223,62.9061888461,23.1290088674,-56.9146715520,-29.8572804292,-34.1487376083,47.5170323933,-27.6577124166,-20.8912227366,-39.0476916161,-86.3661796116,-13.2212895190,52.5934693131,-81.9197660596,40.0491259295,-7.0095949684,35.8751750570,81.7313225588,36.4112763920,26.1701507364,87.4094875713,44.1123183000,93.2702891971,2.8387695141,-73.4805273378,-76.8357084906,32.8844023957,-98.0961730082,-93.1059600671,-98.4007296926,-10.8813523672,30.7558876881,97.4970129720,-15.2146813013,46.3996748551,-13.9929421902,-52.2807921626,-42.4995815544,11.4039769131,5.9602180403,20.3012810985,13.0930345485,77.2696151640,-77.9052152146,70.7279036051,46.7727978609,52.2599459273,59.7129788358,7.4081822627,-12.0275311577
10.5255730882,-23.4703838785,64.7591820547,-59.1688938808,11.0442142489,47.3148520636,-86.0511410446,-13.8194634169,-75.4422723738,-97.1563211929,37.7391294319,65.5085255471,54.1797546612,-73.2472446117,-63.2480419824,-87.0307840565,-27.4726996691,74.8740447516,73.6186989091,92.6717054494,88.0777658817,33.7488826089,61.3064121884,-30.4405055288,-39.7224945475,-60.0983859393,-90.9715802625,81.1611825620,80.7972831977,-52.8258226214,63.4143991154,30.4901795583,-95.2912861768,-31.0199320272,-33.2343140305,30.8512365248,6.2600756280,23.5011743041,-65.7638574032,98.9692905859,31.2782379449,-47.8137321245,94.2322526989,66.6774139631,47.6549617608,69.9729209335,72.5239313835,69.0514025814,65.9948105581,-81.6401611236,88.7112995412,68.2858877092,20.9004997729,96.0236372662,-55.9230049811,-19.1912358011,86.6986265721,19.6055581297,-38.5411722784,-12.4573522127,-47.1528847550,75.8361206647,84.1335591805,-46.1118359661
-81.8300723210,29.3142281895,64.5245688170,62.7321453974,74.0493451602,23.2438259973,-34.5786608713,76.5573222913,-46.9673734078,84.5378029648,-21.6185035725,53.6730279528,-5.2654650617,-76.9599302175,37.6011702556,79.5951225412,-89.2512376746,87.3633466252,-42.8937612964,77.7957713040,23.6506299632,-96.8014162280,79.1806881147,80.7376634796,-34.3983901974,-67.4297850967,40.2883958994,-20.2077695657,16.0975503395,-67.0882067284,62.4306738946,-70.4008115283,50.4890694816,19.4176667136,77.7249586586,-98.9299477784,-44.4888097191,44.0267717269,62.2096056834,15.1930165183,-65.4865368452,-1.1168470712,-2.0308811687,86.6090797162,-96.2167480699,4.0190249924,1.1794092094,-12.4700205411,61.3459447316,41.9484887081,30.7532908974,15.9478779278,-70.1188183655,-10.2672015789,-41.9823265644,8.4454475599,-30.6604937396,62.6344960958,6.7617601331,28.5568468925,62.9092145741,19.1249310767,-55.2780151099,-4.2864650765
1.2167937567,-81.7744746271,-64.7544472452,80.8484899736,-22.2700240308,74.4651564497,48.8252167110,-83.7375036745,82.3560897670,44.8714810109,-96.1478633298,42.6728399130,-39.9980529713,48.9535159803,14.0268687347,87.4567805325,78.6889498878,36.4779370850,-63.4149966945,32.8040361725,60.2364766446,-54.1978287737,-95.2909889943,-29.6664765129,-2.6560157376,55.9200976618,85.4415845804,12.5729976043,-84.2487628608,-26.7489270109,-82.4803085832,-94.4845893797,-49.7832899969,25.6324549744,36.2120452914,-63.5411487031,87.6601483439,79.1583552931,-22.3056834504,-28.0439765073,87.9381240147,60.4586145306,-45.0254993455,65.0319187192,-85.0103252902,-48.2472035228,95.2818774844,-28.8643611362,29.5806360249,59.6850410737,34.7730337222,90.5966261860,85.0255751305,89.0281500249,-63.7228773101,68.2037710636,99.7718961260,-22.9384927952,-17.4277592851,-2.0140763491,78.7801216683,51.1870978084,-27.3792524556,-91.1342831299
